AnimalID,LitterRef,Group,DateOfBirth,Sex,Treatment,Outcome,Time,Mnths,LitterSize,Mat.Birthdate,Mat.Age,MAMnths,Mat.Litter,Mother,Sur30,GroupSize,TunnelSize,M,Density,Mat_Col,Pat_Col,Date,Weight,Age,Amnths
VLF004,630,Vulture,08/11/2020,F,NB,Death,1079,35.7,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,21/06/2022,78,591,19.5
VLF005,630,Vulture,08/11/2020,F,NB,NA,1209,40,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,21/06/2022,79,591,19.5
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,22/06/2022,85,387,12.8
BAF004,615,Bateleur,09/09/2020,F,IB,StatusChange,740,24.5,2,28/04/2017,1230,40.7,2,1,1,3,S,4,0.8,Tesla,Tesla,23/06/2022,153,653,21.6
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,23/06/2022,183,816,27
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,23/06/2022,163,767,25.4
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,23/06/2022,178,767,25.4
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,23/06/2022,195,767,25.4
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,24/06/2022,133,744,24.6
VLF004,630,Vulture,08/11/2020,F,NB,Death,1079,35.7,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,25/06/2022,81,595,19.7
VLF005,630,Vulture,08/11/2020,F,NB,NA,1209,40,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,25/06/2022,81,595,19.7
KSF010,704,Kapantsi,11/07/2021,F,NB,Death,949,31.4,3,11/08/2016,1795,59.3,4,8,1,5,M,8,0.6,Moniz,Nakuru,26/06/2022,83,351,11.6
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,26/06/2022,153,748,24.7
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,26/06/2022,78,391,12.9
HCF001,628,Hammercobb,26/10/2020,F,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,27/06/2022,91,610,20.2
HCF005,756,Hammercobb,01/02/2022,F,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,27/06/2022,48,147,4.9
HCM002,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,27/06/2022,171,610,20.2
HCM003,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,27/06/2022,207,610,20.2
HCM004,756,Hammercobb,01/02/2022,M,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,27/06/2022,48,147,4.9
HCM006,756,Hammercobb,01/02/2022,M,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,27/06/2022,43,147,4.9
KBF005,609,Kori,28/08/2020,F,NB,Death,922,30.5,3,03/03/2017,1274,42.1,2,9,1,3,S,4,0.8,Cousteau,Aristotle,27/06/2022,115,669,22.1
KBF010,670,Kori,21/02/2021,F,NB,Death,745,24.6,4,03/03/2017,1451,48,3,9,1,5,S,4,1.3,Cousteau,Aristotle,27/06/2022,154,492,16.3
KBF011,670,Kori,21/02/2021,F,NB,Death,745,24.6,4,03/03/2017,1451,48,3,9,1,5,S,4,1.3,Cousteau,Aristotle,27/06/2022,117,492,16.3
KBM002,557,Kori,14/02/2020,M,NB,Death,1118,37,4,03/03/2017,1078,35.6,1,9,1,2,S,4,0.5,Cousteau,Aristotle,27/06/2022,187,865,28.6
KBM008,670,Kori,21/02/2021,M,NB,Death,745,24.6,4,03/03/2017,1451,48,3,9,1,5,S,4,1.3,Cousteau,Aristotle,27/06/2022,162,492,16.3
KBM009,670,Kori,21/02/2021,M,NB,Death,745,24.6,4,03/03/2017,1451,48,3,9,1,5,S,4,1.3,Cousteau,Aristotle,27/06/2022,153,492,16.3
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,27/06/2022,133,747,24.7
KSF010,704,Kapantsi,11/07/2021,F,NB,Death,949,31.4,3,11/08/2016,1795,59.3,4,8,1,5,M,8,0.6,Moniz,Nakuru,27/06/2022,82,352,11.6
KSM006,673,Kapantsi,02/03/2021,M,NB,NA,1095,36.2,3,11/08/2016,1664,55,3,8,1,5,S,4,1.3,Moniz,Nakuru,27/06/2022,172,483,16
KSM008,673,Kapantsi,02/03/2021,M,NB,NA,1095,36.2,3,11/08/2016,1664,55,3,8,1,5,S,4,1.3,Moniz,Nakuru,27/06/2022,133,483,16
KSM009,704,Kapantsi,11/07/2021,M,NB,NA,964,31.9,3,11/08/2016,1795,59.3,4,8,1,5,M,8,0.6,Moniz,Nakuru,27/06/2022,114,352,11.6
KSM012,752,Kapantsi,28/01/2022,M,NB,NA,763,25.2,5,11/08/2016,1996,66,5,8,1,7,M,8,0.9,Moniz,Nakuru,27/06/2022,47,151,5
KSM014,752,Kapantsi,28/01/2022,M,NB,NA,763,25.2,5,11/08/2016,1996,66,5,8,1,7,M,8,0.9,Moniz,Nakuru,27/06/2022,47,151,5
KSM016,752,Kapantsi,28/01/2022,M,NB,NA,763,25.2,5,11/08/2016,1996,66,5,8,1,7,M,8,0.9,Moniz,Nakuru,27/06/2022,49,151,5
MBF004,634,Marabou,14/11/2020,F,NB,StatusChange,811,26.8,2,28/06/2016,1600,52.9,2,10,1,3,S,4,0.8,Durrell,Moniz,27/06/2022,94,591,19.5
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,27/06/2022,149,749,24.8
MBM005,634,Marabou,14/11/2020,M,NB,Death,1069,35.3,2,28/06/2016,1600,52.9,2,10,1,3,S,4,0.8,Durrell,Moniz,27/06/2022,150,591,19.5
MBM007,679,Marabou,19/03/2021,M,NB,Death,944,31.2,2,28/06/2016,1725,57,3,10,1,5,S,4,1.3,Durrell,Moniz,27/06/2022,112,466,15.4
MBM008,710,Marabou,14/08/2021,M,NB,Death,796,26.3,2,28/06/2016,1873,61.9,4,10,1,7,M,8,0.9,Durrell,Moniz,27/06/2022,112,318,10.5
MBM009,710,Marabou,14/08/2021,M,NB,Death,796,26.3,2,28/06/2016,1873,61.9,4,10,1,7,M,8,0.9,Durrell,Moniz,27/06/2022,72,318,10.5
VLF004,630,Vulture,08/11/2020,F,NB,Death,1079,35.7,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,27/06/2022,75,597,19.7
VLF005,630,Vulture,08/11/2020,F,NB,NA,1209,40,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,27/06/2022,79,597,19.7
VLF006,699,Vulture,20/06/2021,F,NB,StatusChange,851,28.1,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,27/06/2022,74,373,12.3
VLF011,723,Vulture,02/10/2021,F,NB,Death,835,27.6,4,16/09/2016,1842,60.9,4,16,1,10,M,8,1.3,West,Hawking,27/06/2022,64,269,8.9
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,27/06/2022,162,771,25.5
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,27/06/2022,175,771,25.5
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,27/06/2022,190,771,25.5
VLM007,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,27/06/2022,73,373,12.3
VLM008,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,27/06/2022,82,373,12.3
VLM012,755,Vulture,30/01/2022,M,NB,NA,761,25.2,2,16/09/2016,1962,64.9,5,16,1,13,M,8,1.6,West,Hawking,27/06/2022,44,149,4.9
VLM013,755,Vulture,30/01/2022,M,NB,NA,761,25.2,2,16/09/2016,1962,64.9,5,16,1,13,M,8,1.6,West,Hawking,27/06/2022,43,149,4.9
BIF001,629,Bishop,29/10/2020,F,IB,NA,1219,40.3,1,13/02/2018,989,32.7,1,2,1,2,S,4,0.5,Zunki3,Zunki3,28/06/2022,116,608,20.1
BIF005,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,28/06/2022,70,226,7.5
BIF006,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,28/06/2022,64,226,7.5
BIF007,764,Bishop,02/03/2022,F,IB,NA,730,24.1,3,13/02/2018,1478,48.9,4,2,1,7,M,8,0.9,Zunki3,Zunki3,28/06/2022,38,119,3.9
BIM002,665,Bishop,11/02/2021,M,IB,NA,1114,36.8,3,13/02/2018,1094,36.2,2,2,1,3,S,4,0.8,Zunki3,Zunki3,28/06/2022,138,503,16.6
BIM004,665,Bishop,11/02/2021,M,IB,Death,770,25.5,3,13/02/2018,1094,36.2,2,2,1,3,S,4,0.8,Zunki3,Zunki3,28/06/2022,108,503,16.6
BIM008,764,Bishop,02/03/2022,M,IB,NA,730,24.1,3,13/02/2018,1478,48.9,4,2,1,7,M,8,0.9,Zunki3,Zunki3,28/06/2022,34,119,3.9
BIM009,764,Bishop,02/03/2022,M,IB,NA,730,24.1,3,13/02/2018,1478,48.9,4,2,1,7,M,8,0.9,Zunki3,Zunki3,28/06/2022,35,119,3.9
HOM001,632,Hoopoe,10/11/2020,M,IB,Death,1037,34.3,1,24/02/2017,1355,44.8,1,6,1,2,S,4,0.5,Aristotle,Aristotle,28/06/2022,156,596,19.7
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,28/06/2022,151,731,24.2
PIF004,623,Pigeon,13/10/2020,F,IB,NA,1235,40.8,2,26/03/2016,1662,54.9,2,11,1,4,S,4,1,Moniz,Moniz,28/06/2022,104,624,20.6
PIF010,689,Pigeon,16/05/2021,F,IB,NA,1020,33.7,3,26/03/2016,1877,62,4,11,1,7,M,8,0.9,Moniz,Moniz,28/06/2022,99,409,13.5
PIF012,721,Pigeon,11/09/2021,F,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,28/06/2022,70,291,9.6
PIF014,721,Pigeon,11/09/2021,F,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,28/06/2022,49,291,9.6
PIM003,623,Pigeon,13/10/2020,M,IB,NA,1235,40.8,2,26/03/2016,1662,54.9,2,11,1,4,S,4,1,Moniz,Moniz,28/06/2022,126,624,20.6
PIM006,663,Pigeon,27/01/2021,M,IB,NA,1129,37.3,4,26/03/2016,1768,58.4,3,11,1,5,S,4,1.3,Moniz,Moniz,28/06/2022,96,518,17.1
PIM013,721,Pigeon,11/09/2021,M,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,28/06/2022,67,291,9.6
SNF003,603,Sneeubal,14/08/2020,F,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,28/06/2022,68,684,22.6
SNF012,713,Sneeubal,19/08/2021,F,IB,NA,925,30.6,3,15/11/2015,2104,69.6,4,12,1,5,M,8,0.6,West,West,28/06/2022,82,314,10.4
SNF016,737,Sneeubal,02/12/2021,F,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,28/06/2022,50,209,6.9
SNF017,737,Sneeubal,02/12/2021,F,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,28/06/2022,50,209,6.9
SNM001,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,28/06/2022,123,684,22.6
SNM002,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,28/06/2022,124,684,22.6
SNM013,713,Sneeubal,19/08/2021,M,IB,NA,925,30.6,3,15/11/2015,2104,69.6,4,12,1,5,M,8,0.6,West,West,28/06/2022,88,314,10.4
SNM014,737,Sneeubal,02/12/2021,M,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,28/06/2022,47,209,6.9
SNM015,737,Sneeubal,02/12/2021,M,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,28/06/2022,61,209,6.9
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,28/06/2022,171,751,24.8
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,28/06/2022,158,751,24.8
TEM004,618,Tit-Babbler,04/10/2020,M,IB,NA,1244,41.1,3,15/11/2015,1785,59,2,15,1,4,S,4,1,Crick,Crick,28/06/2022,175,633,20.9
TEM007,659,Tit-Babbler,25/01/2021,M,IB,NA,1131,37.4,2,15/11/2015,1898,62.7,3,15,1,5,S,4,1.3,Crick,Crick,28/06/2022,154,520,17.2
TEM008,659,Tit-Babbler,25/01/2021,M,IB,NA,1131,37.4,2,15/11/2015,1898,62.7,3,15,1,5,S,4,1.3,Crick,Crick,28/06/2022,147,520,17.2
TEM013,763,Tit-Babbler,18/02/2022,M,IB,NA,742,24.5,2,15/11/2015,2287,75.6,6,15,1,7,M,8,0.9,Crick,Crick,28/06/2022,60,131,4.3
TLF005,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,28/06/2022,139,821,27.1
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,28/06/2022,107,821,27.1
TLF010,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,28/06/2022,107,539,17.8
TLF012,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,28/06/2022,121,539,17.8
TLF013,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,28/06/2022,105,539,17.8
TLF018,740,Tarentaal,12/12/2021,F,IB,NA,810,26.8,5,27/01/2016,2146,70.9,5,13,1,10,M,8,1.3,Tesla,Tesla,28/06/2022,54,199,6.6
TLF022,740,Tarentaal,12/12/2021,F,IB,NA,810,26.8,5,27/01/2016,2146,70.9,5,13,1,10,M,8,1.3,Tesla,Tesla,28/06/2022,51,199,6.6
TLM009,654,Tarentaal,06/01/2021,M,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,28/06/2022,134,539,17.8
TLM015,691,Tarentaal,20/05/2021,M,IB,Death,982,32.5,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,28/06/2022,112,405,13.4
TLM016,691,Tarentaal,20/05/2021,M,IB,NA,1016,33.6,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,28/06/2022,109,405,13.4
TLM019,740,Tarentaal,12/12/2021,M,IB,NA,810,26.8,5,27/01/2016,2146,70.9,5,13,1,10,M,8,1.3,Tesla,Tesla,28/06/2022,55,199,6.6
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,28/06/2022,139,863,28.5
TNF011,648,Tinktinkie,13/12/2020,F,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,28/06/2022,102,563,18.6
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,28/06/2022,86,393,13
TNF016,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,28/06/2022,54,393,13
TNF018,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,28/06/2022,78,393,13
TNM009,599,Tinktinkie,04/08/2020,M,IB,Death,1266,41.9,3,05/10/2017,1034,34.2,2,14,1,3,S,4,0.8,Mandela,Mandela,28/06/2022,163,694,22.9
TNM012,648,Tinktinkie,13/12/2020,M,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,28/06/2022,132,563,18.6
TNM017,696,Tinktinkie,01/06/2021,M,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,28/06/2022,147,393,13
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,29/06/2022,139,749,24.8
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,29/06/2022,171,752,24.9
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,29/06/2022,160,752,24.9
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,29/06/2022,88,394,13
TNF018,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,29/06/2022,81,394,13
TNM017,696,Tinktinkie,01/06/2021,M,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,29/06/2022,146,394,13
VLF006,699,Vulture,20/06/2021,F,NB,StatusChange,851,28.1,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,29/06/2022,72,375,12.4
VLM007,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,29/06/2022,77,375,12.4
VLM008,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,29/06/2022,79,375,12.4
BIF005,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,30/06/2022,69,228,7.5
BIF006,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,30/06/2022,65,228,7.5
GEF001,563,Geelvink,23/02/2020,F,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,30/06/2022,103,859,28.4
GEM003,563,Geelvink,23/02/2020,M,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,30/06/2022,173,859,28.4
MBF003,586,Marabou,09/06/2020,F,NB,StatusChange,969,32,3,28/06/2016,1442,47.7,1,10,1,2,S,4,0.5,Durrell,Moniz,30/06/2022,154,752,24.9
SNF016,737,Sneeubal,02/12/2021,F,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,02/07/2022,51,213,7
SNM014,737,Sneeubal,02/12/2021,M,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,02/07/2022,50,213,7
SNM015,737,Sneeubal,02/12/2021,M,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,02/07/2022,62,213,7
BAF004,615,Bateleur,09/09/2020,F,IB,StatusChange,740,24.5,2,28/04/2017,1230,40.7,2,1,1,3,S,4,0.8,Tesla,Tesla,05/07/2022,147,665,22
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,05/07/2022,178,828,27.4
BIF005,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,05/07/2022,74,233,7.7
BIF006,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,05/07/2022,68,233,7.7
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,05/07/2022,149,738,24.4
SNF016,737,Sneeubal,02/12/2021,F,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,06/07/2022,53,217,7.2
SNF017,737,Sneeubal,02/12/2021,F,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,06/07/2022,44,217,7.2
SNM014,737,Sneeubal,02/12/2021,M,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,06/07/2022,53,217,7.2
SNM015,737,Sneeubal,02/12/2021,M,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,06/07/2022,64,217,7.2
TNF011,648,Tinktinkie,13/12/2020,F,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,06/07/2022,108,571,18.9
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,06/07/2022,88,401,13.3
TNF016,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,06/07/2022,61,401,13.3
TNF018,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,06/07/2022,85,401,13.3
TNM012,648,Tinktinkie,13/12/2020,M,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,06/07/2022,131,571,18.9
TNM017,696,Tinktinkie,01/06/2021,M,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,06/07/2022,142,401,13.3
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,07/07/2022,95,402,13.3
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,08/07/2022,92,403,13.3
PIF014,721,Pigeon,11/09/2021,F,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,09/07/2022,51,302,10
SNF017,737,Sneeubal,02/12/2021,F,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,09/07/2022,47,220,7.3
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,09/07/2022,177,762,25.2
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,09/07/2022,165,762,25.2
VLF004,630,Vulture,08/11/2020,F,NB,Death,1079,35.7,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,09/07/2022,78,609,20.1
VLF005,630,Vulture,08/11/2020,F,NB,NA,1209,40,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,09/07/2022,81,609,20.1
VLF006,699,Vulture,20/06/2021,F,NB,StatusChange,851,28.1,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,09/07/2022,77,385,12.7
VLM007,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,09/07/2022,79,385,12.7
VLM008,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,09/07/2022,85,385,12.7
VLM012,755,Vulture,30/01/2022,M,NB,NA,761,25.2,2,16/09/2016,1962,64.9,5,16,1,13,M,8,1.6,West,Hawking,09/07/2022,45,161,5.3
TNF011,648,Tinktinkie,13/12/2020,F,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,10/07/2022,108,575,19
TNM012,648,Tinktinkie,13/12/2020,M,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,10/07/2022,135,575,19
HCF001,628,Hammercobb,26/10/2020,F,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,11/07/2022,91,624,20.6
HCF005,756,Hammercobb,01/02/2022,F,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,11/07/2022,52,161,5.3
HCM002,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,11/07/2022,172,624,20.6
HCM003,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,11/07/2022,210,624,20.6
HCM004,756,Hammercobb,01/02/2022,M,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,11/07/2022,53,161,5.3
HCM006,756,Hammercobb,01/02/2022,M,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,11/07/2022,48,161,5.3
